消費品項,class
(區)現蒸地瓜45元,食/穀類
(熱壓土司)丹麥鮪魚起司,食/穀類
(熱壓土司)青醬雞絲,食/穀類
(熱壓土司)厚起司蛋,食/穀類
統一陽光糙米漿,食/穀類
３０元指定飯糰,食/穀類
99麥香雞餐,食/穀類
MISTER DONUT,食/穀類
QQ白米飯,食/穀類
一配日曬葡萄小土司,食/穀類
一配巧克力菠蘿,食/穀類
一配芝麻海苔香鬆細卷,食/穀類
一配香蒜起司麵包,食/穀類
一配壹號醬炙烤牛飯糰,食/穀類
一配雙莓乳酪爆擊貝果,食/穀類
一配鹽蔥燒肉飯糰,食/穀類
一鍋燒-滑蛋嫩雞親子丼,食/穀類
二配大納言紅豆鬆餅,食/穀類
二配大飯糰辣醬魷魚,食/穀類
二配大飯糰韓式烤牛肉,食/穀類
﻿二配大飯糰韓式烤牛肉,食/穀類
二配小白鹽味飯糰,食/穀類
二配手工拔絲麵包,食/穀類
二配日式稻荷壽司,食/穀類
二配芝麻鐵觀音鬆餅,食/穀類
二配伯爵可可鬆餅,食/穀類
二配起司熱狗雙享麵包,食/穀類
二配陽光葡萄土司,食/穀類
二配熱狗麵包,食/穀類
二配醇濃黑巧鬆餅,食/穀類
二配濃抹茶麻吉麵包,食/穀類
二配藍莓夾心土司,食/穀類
二配鹽蔥燒肉飯糰,食/穀類
刀削麵,食/穀類
三起司燻培根焗麵,食/穀類
三種肉醬寬麵佐ricotta 起司,食/穀類
丸龜製麵,食/穀類
大口美式牛肉堡飯糰,食/穀類
大玉成山東饅頭,食/穀類
大玉成麩皮饅頭,食/穀類
大玉成鮮肉包,食/穀類
大芝心海鮮比薩,食/穀類
大師兄銷魂麵,食/穀類
大麥雙蛋白豬肉堡,食/穀類
大飯糰辣醬魷魚,食/穀類
大飯糰韓式豆芽烤牛肉,食/穀類
大熱燕麥奶拿鐵,食/穀類
大魯肉飯,食/穀類
大薯,食/穀類
大飄香魯肉飯,食/穀類
小可頌,食/穀類
小麥粉,食/穀類
小薯,食/穀類
小龍蝦魚卵飯糰,食/穀類
小飄香魯肉飯,食/穀類
山穀米台梗,食/穀類
分享配-大薯,食/穀類
方型白吐司,食/穀類
方塊薯餅,食/穀類
日安可頌,食/穀類
日式蕎麥沾麵,食/穀類
日式蕎麥風味麵,食/穀類
日式燒肉堡,食/穀類
日式醬燒炒麵,食/穀類
木曜-秘製炸醬麵新極大飯糰,食/穀類
木曜麻辣小龍蝦新極大飯糰,食/穀類
爪哇咖哩飯,食/穀類
王子麵,食/穀類
丹麥起司火腿,食/穀類
不倒翁Ｑ純麵條,食/穀類
加麻糬QQ球,食/穀類
加購-雞汁風味飯,食/穀類
加購地瓜球,食/穀類
古早味油蔥麵線,食/穀類
古早味乾麵,食/穀類
台酒花雕酸菜牛肉麵,食/穀類
台酒花雕雞麵,食/穀類
台酒紅標米酒麻油雞麵,食/穀類
台灣東利多丸龜製麵烏龍麵,食/穀類
夯馬鈴薯,食/穀類
巧克力丹麥鬆餅,食/穀類
巧克力菠蘿,食/穀類
本場讚岐烏龍麵,食/穀類
正逢義大利麵-長麵,食/穀類
﻿玉米鍋貼,食/穀類
田家千層叉燒烤餅,食/穀類
白吐司(條),食/穀類
白飯,食/穀類
石安牧場溏心蛋飯糰,食/穀類
光泉米漿,食/穀類
光泉紫米燕麥糙米漿,食/穀類
冰火菠蘿油,食/穀類
冰黑糖珍珠燕麥奶,食/穀類
冰搖鹹楓糖燕麥V,食/穀類
吉士豬肉堡加蛋,食/穀類
好時-巧克力核桃歐式麵包,食/穀類
好時-愛餡大亨巧克力軟法,食/穀類
宇治金時鬆餅,食/穀類
有機小麥粉,食/穀類
有機全麥粉,食/穀類
有機越光米,食/穀類
有機裸麥土司,食/穀類
有機麩皮胚芽粉,食/穀類
朴大哥-泡菜燒肉三角飯糰,食/穀類
米果綜合果梅味,食/穀類
米堡薑汁燒肉,食/穀類
肉蛋(米干),食/穀類
肉絲黃金蛋炒飯,食/穀類
肉鬆火腿三明治,食/穀類
芋香米台梗,食/穀類
芝麻海苔香鬆細卷,食/穀類
芝麻鰹魚烏龍冷麵,食/穀類
老油條,食/穀類
佛卡夏-田園火腿,食/穀類
貝比馬鈴薯,食/穀類
良質米高雄,食/穀類
里肌百匯三明治,食/穀類
京都稻荷壽司,食/穀類
味王王子麵,食/穀類
呷七碗櫻花蝦炒炊粉,食/穀類
和風涓絲冷麵,食/穀類
垂坤-海苔鬆餅,食/穀類
帕瑪森雞腿堡,食/穀類
幸福餐盒魚,食/穀類
府城鹽水風味意麵,食/穀類
抹茶紅豆捲餡土司,食/穀類
招牌牛肉拉麵,食/穀類
招牌乾麵,食/穀類
招牌鍋貼,食/穀類
松露烤雞麵,食/穀類
法吐蔬菜-火腿,食/穀類
法式里肌三明治,食/穀類
法式迷你羊角,食/穀類
法式香濃奶醬海鮮飯,食/穀類
炊粉,食/穀類
牧場綜合披薩,食/穀類
茄汁海鮮義大利麵 ,食/穀類
阜杭豆漿-經典飯糰,食/穀類
青花椒卡啦雞腿堡,食/穀類
青花椒桂丁雞翅腿,食/穀類
青花椒麻雞肉拌麵,食/穀類
青醬蛤蜊義大利麵,食/穀類
青醬雞肉燉飯 ,食/穀類
金脆雞棒腿便當,食/穀類
金黃波浪地瓜條小份,食/穀類
拉麵,食/穀類
來一客韓式泡菜杯麵,食/穀類
林聰明-雞肉飯飯糰,食/穀類
炙烤燒豚烤飯糰,食/穀類
炙燒明太子鮭魚飯糰,食/穀類
南義火辣牛哨子筆尖麵,食/穀類
哇沙米黃金魚卵海鮮飯糰,食/穀類
客製燕麥奶,食/穀類
屋台椒麻特製拉麵,食/穀類
屋台傳統味玉叉燒拉麵,食/穀類
星－二配板巧克力夾心土司,食/穀類
星－二配草莓夾心土司,食/穀類
星—一配明太子龍蝦風味沙拉飯糰,食/穀類
星—一配經典肉鬆飯糰,食/穀類
星—一配鮪魚飯糰,食/穀類
星—一配雞肉飯飯糰,食/穀類
星—二配北海道秋鮭親子飯糰,食/穀類
星—二配經典肉鬆飯糰,食/穀類
星—二配經典蜂蜜鬆餅,食/穀類
星—二配鮪魚飯糰,食/穀類
星—二配雞肉飯飯糰,食/穀類
星—大口宮保雞丁飯糰,食/穀類
星—大口義式香草烤雞飯糰,食/穀類
星—大滿足香辣涼麵,食/穀類
星—大滿足麻醬涼麵,食/穀類
星—日式豬排佐咖哩歐姆蛋燴飯,食/穀類
星—台式麻醬涼麵,食/穀類
星—奶油培根義大利麵,食/穀類
星—白酒蛤蜊義大利麵,食/穀類
星—明太子乳香義大利麵,食/穀類
星—青醬雞肉義大利麵,食/穀類
星—金咖哩濃厚辛辣咖哩飯,食/穀類
星—炭香燒豚飯,食/穀類
星—炸醬炒泡麵,食/穀類
星—香草雞排佐白醬歐姆蛋燴飯,食/穀類
星—健身Ｇ肉餐盒,食/穀類
星—烤蛋白餐盒,食/穀類
星—焗烤燻火腿筆尖麵,食/穀類
星—義式蒜炒雞腿排義大利麵,食/穀類
星—嘉義劉里長雞肉片飯,食/穀類
星—蕃茄肉醬義大利麵,食/穀類
星—糖燻野郎熟成牛飯,食/穀類
星—醬燒炙烤親子丼,食/穀類
星—鐵板滑蛋炸豬排丼,食/穀類
星一鹽水意麵,食/穀類
洪瑞珍三明治,食/穀類
炭火燒肉飯糰,食/穀類
炸湯圓,食/穀類
秋刀魚拼煎餃,食/穀類
紅白湯圓,食/穀類
紅豆麵包,食/穀類
紅油-珍珠抄手8顆,食/穀類
紅蕃茄海鮮燉飯 ,食/穀類
紅燒牛肉麵,食/穀類
美式原味熱狗大亨堡,食/穀類
草莓生貝果,食/穀類
韭菜鍋貼,食/穀類
風味三明治-香燻雞肉,食/穀類
香米白飯,食/穀類
香拌海鮮醬肉絲蛋炒飯,食/穀類
香甜玉米蛋餅,食/穀類
香酥雞腿便當,食/穀類
香腸雞肉飯便當,食/穀類
香蒜金磚,食/穀類
香蔥油條,食/穀類
香蔥鵝油乾拌麵線,食/穀類
香辣醬雞肉烤飯糰,食/穀類
香濃香蕉巧克力冰淇淋鬆餅,食/穀類
香雞丹麥,食/穀類
香鬆起司蛋三明治,食/穀類
便當100元,食/穀類
個人比薩豪爽餐,食/穀類
原味牛角,食/穀類
原塊嫩雞起司漢堡,食/穀類
唐山排骨便當加蛋,食/穀類
夏威夷鳳梨雞肉『麵』,食/穀類
桂冠奶油培根義大利麵,食/穀類
桂冠照燒豬肉炒烏龍,食/穀類
桂格１００％喝的燕麥,食/穀類
桂格10超纖穀豆飯,食/穀類
桂格堅果燕麥飲,食/穀類
桂格燕麥堅果飲,食/穀類
桂格顆粒燕麥飲,食/穀類
氣冷雞-嘉義雞肉三角飯糰,食/穀類
泰式椰汁綠咖哩雞肉飯,食/穀類
海陸雙拼壽司組,食/穀類
海鮮焗烤貝殼麵,食/穀類
烏龍麵,食/穀類
烤蕃薯,食/穀類
烤雞生吐司三明治,食/穀類
烤雞燻腸白醬焗飯,食/穀類
特上鵝肉飯,食/穀類
秘香大雞腿便當,食/穀類
粉紅醬菇菇義大利麵,食/穀類
脆薯薯同樂餐,食/穀類
起士公爵-高纖低糖起司餐包,食/穀類
起司三重奏三明治,食/穀類
起司牛肉可頌,食/穀類
起司里肌可頌,食/穀類
起司馬鈴薯,食/穀類
起司熱狗大亨堡,食/穀類
起司豬肉蛋吐司,食/穀類
配-搖搖薯,食/穀類
配-經典大薯,食/穀類
配-經典中薯,食/穀類
馬玉山32綜合穀類粉,食/穀類
馬鈴薯,食/穀類
高鐵-法式奶酥厚片土司,食/穀類
高鐵便當,食/穀類
紐奧良海鮮飯,食/穀類
乾杯-炭烤燒肉新極大烤飯糰,食/穀類
乾炒牛肉河粉,食/穀類
乾麵,食/穀類
國民餐-魯肉飯,食/穀類
培根蛋餅,食/穀類
排骨雞風味乾麵,食/穀類
排骨麵/無骨,食/穀類
晨光GOLD高纖生土司,食/穀類
晨光葡萄土司,食/穀類
現烤牛奶棒,食/穀類
甜辣雞腿堡,食/穀類
細-榨菜肉絲麵,食/穀類
細麵,食/穀類
菇菇嫩蛋貝果堡,食/穀類
豚骨叉燒拉麵,食/穀類
野菇蔬菜燉飯 ,食/穀類
雪藏生巧銅鑼燒,食/穀類
麥香三明治田園火腿,食/穀類
麥當勞薯條,食/穀類
麻油雞燉飯,食/穀類
麻香口水雞便當,食/穀類
壹號醬壽喜燒牛丼,食/穀類
富貴雙拼燒臘飯,食/穀類
富錦樹-剝皮辣蝦滑蛋燴飯,食/穀類
御料小館奶油培根義大利麵,食/穀類
御料小館番茄肉醬義大利麵,食/穀類
御選-鮮蝦豚骨拉麵,食/穀類
御選川辣麻醬雞絲涼麵,食/穀類
御選肉鬆飯糰,食/穀類
御選麻醬雞絲涼麵,食/穀類
晶華-香烤魚排佐起司青醬燉飯,食/穀類
晶華紐奧良風味烤雞堡,食/穀類
椒麻香蔥雞涼拌麵,食/穀類
椒麻酸菜魚-老油條,食/穀類
椰子麵包,食/穀類
極旨黑咖哩牛飯,食/穀類
極饗-麻油豬肉飯,食/穀類
極饗-滑蛋牛肉燴飯,食/穀類
極饗-奮起湖軟燒肉便當,食/穀類
番薯,食/穀類
番薯（３５元）,食/穀類
番薯（５０元）,食/穀類
祼麥核果麵包,食/穀類
統一肉骨茶碗,食/穀類
統一肉燥風味大號,食/穀類
統一肉燥麵碗,食/穀類
統一來一客杯麵-韓式泡菜風味,食/穀類
統一麵包紅豆麵包,食/穀類
統一麵包菠蘿奶酥,食/穀類
統一麵包菱格香菠蘿,食/穀類
舒肥雞鮮蔬帕里尼,食/穀類
萬丹紅豆銅鑼燒,食/穀類
萬歲牌米果綜合,食/穀類
超級大麥海洋珍珠堡,食/穀類
超級大麥燒肉珍珠堡,食/穀類
黃金三明治,食/穀類
黃金脆薯,食/穀類
黃燜雞米飯,食/穀類
黑松露半熟蛋披薩,食/穀類
黑松露嫩蛋三明治,食/穀類
黑胡椒豬里肌丹麥,食/穀類
黑糖牛角,食/穀類
意麵,食/穀類
意麵(乾),食/穀類
愛恨交織麵,食/穀類
愛餡大亨-爆漿菠蘿,食/穀類
愛麵族鍋燒麵,食/穀類
愛麵族鍋燒麵-什錦海鮮風味,食/穀類
新極上飯糰-冠軍烏魚子,食/穀類
新感覺草莓夾心,食/穀類
楓糖奶霜鬆餅,食/穀類
溏心蛋紐奧良風味烤雞三明治,食/穀類
溫玉鰻魚丼 中,食/穀類
溫度米台梗,食/穀類
經典滷肉飯,食/穀類
義式卡波納拉義大利麵,食/穀類
義式磚壓-培根起士蛋,食/穀類
義美純淨糙米,食/穀類
聖-海苔肉鬆麵包,食/穀類
聖-蜜糖扁可頌,食/穀類
蒜味中卷墨魚燉飯,食/穀類
蒜味牛肉麵,食/穀類
蒜泥白肉便當,食/穀類
蒲燒玉子鰻飯,食/穀類
蒸煮麵,食/穀類
農心辛拉麵,食/穀類
嫩煎雞腿堡,食/穀類
廣達香-肉鬆飯糰,食/穀類
榨菜肉絲拉麵,食/穀類
滿溢玉米軍艦,食/穀類
熔岩奶皇西多士-糖漿,食/穀類
瑪格麗特披薩,食/穀類
瘋狂起司三明治,食/穀類
綜合捲壽司,食/穀類
綜合餃,食/穀類
蔥玉牛丼,食/穀類
蔥油雞汁拌飯飯糰,食/穀類
蔥鹽燒肉飯糰,食/穀類
銅鑼燒麻糬,食/穀類
摩斯炸蝦堡方塊薯組,食/穀類
摩斯豬排堡,食/穀類
歐姆蛋牛肉咖哩飯,食/穀類
歐姆蛋包飯,食/穀類
熱豆沙包,食/穀類
熱壓土司里肌肉蛋,食/穀類
熱壓土司紐奧良風味烤雞,食/穀類
蔬食鮪魚飯糰,食/穀類
蕃茄鮪魚冷義大利麵,食/穀類
蕃薯（３０元）,食/穀類
蕃薯（４０元）,食/穀類
蕃薯（４５元）,食/穀類
銷魂雞肉飯,食/穀類
燒烤雞丼 中,食/穀類
燒鮭親子丼,食/穀類
營養麵條,食/穀類
薯條-大,食/穀類
薯條-小,食/穀類
薯條-中,食/穀類
薯條(大),食/穀類
餐-BLT牛肉堡,食/穀類
餐-大麥克,食/穀類
優質池上飯,食/穀類
總裁牛肉麵套餐,食/穀類
霜降松阪豬-通心麵,食/穀類
韓式辛牛義大利麵,食/穀類
韓式炸雞義大利麵,食/穀類
韓式燒肉泡菜飯糰,食/穀類
韓國麵包,食/穀類
顆粒花生布里歐皇厚吐司,食/穀類
鮪魚沙拉吐司,食/穀類
鮪魚洋芋溏心蛋三明治,食/穀類
鮪魚起司溏心蛋三明治,食/穀類
鮮味綻丼,食/穀類
藍莓乳酪三明治,食/穀類
藍莓果粒貝果,食/穀類
藍莓寒天貝果,食/穀類
燻鮭雙享丼,食/穀類
燻雞總匯鮮蔬三明治,食/穀類
醬烤飯糰,食/穀類
醬燒烤雞三明治,食/穀類
雙倍起司火腿蛋三明治,食/穀類
雙起司火腿蔥抓餅,食/穀類
雙層牛肉堡,食/穀類
雙蔬鮪魚飯糰,食/穀類
雙響泡沙茶鍋燒,食/穀類
雙響泡擔仔湯麵,食/穀類
雜糧石鍋飯,食/穀類
雞汁油蔥手工麵線,食/穀類
雞肉蛋蓋飯,食/穀類
雞蛋沙拉三明治,食/穀類
雞絲蒜味涼麵,食/穀類
雞魯飯(小),食/穀類
鵝肉湯麵,食/穀類
爆漿香蒜餐包,食/穀類
關東煮科學麵,食/穀類
關廟麵,食/穀類
魔力菠蘿,食/穀類
麵條,食/穀類
麵粉,食/穀類
麵線,食/穀類
鐵板麵,食/穀類
鱈場蟹風味棒,食/穀類
讚岐烏龍麵,食/穀類
海味青菜套餐,食/蔬菜類
青菜套餐,食/蔬菜類
有機金針菇,食/蔬菜類
有機雙響菇,食/蔬菜類
VDS活力胡蘿蔔產銷履歷,食/蔬菜類
大白菜,食/蔬菜類
大陸A菜產銷履歷,食/蔬菜類
大黃瓜,食/蔬菜類
小白菜產銷履歷,食/蔬菜類
小香菇,食/蔬菜類
五彩鮮蔬盤,食/蔬菜類
手工高麗菜捲,食/蔬菜類
日本櫛瓜,食/蔬菜類
冬雪菇,食/蔬菜類
甘藍（切）,食/蔬菜類
地瓜葉,食/蔬菜類
有機三星蔥,食/蔬菜類
有機甘藍小,食/蔬菜類
有機好友菇,食/蔬菜類
有機紅蘿蔔,食/蔬菜類
有機黃豆芽,食/蔬菜類
有機黃秋葵,食/蔬菜類
有機黑木耳,食/蔬菜類
有機黑葉白菜,食/蔬菜類
有機綠豆芽,食/蔬菜類
有機鴻禧菇,食/蔬菜類
杏鮑菇,食/蔬菜類
秀珍菇,食/蔬菜類
青江菜,食/蔬菜類
青江菜產銷履歷,食/蔬菜類
青椒(份),食/蔬菜類
青椒串,食/蔬菜類
娃娃菜,食/蔬菜類
珊瑚菇,食/蔬菜類
紅鬚帶殼玉米筍,食/蔬菜類
紅蘿蔔產銷履歷,食/蔬菜類
韭菜水餃,食/蔬菜類
柳松菇,食/蔬菜類
夏雪菇,食/蔬菜類
海苔,食/蔬菜類
海帶/份,食/蔬菜類
特選高山有機高麗菜,食/蔬菜類
配-清爽沙拉,食/蔬菜類
高麗菜,食/蔬菜類
涼拌秋葵,食/蔬菜類
進口大白菜,食/蔬菜類
進口洋蔥,食/蔬菜類
進口洋蔥粒,食/蔬菜類
進口蘿蔔,食/蔬菜類
猴頭菇,食/蔬菜類
絲瓜,食/蔬菜類
絲瓜產銷履歷,食/蔬菜類
越南娃娃菜,食/蔬菜類
黑木耳,食/蔬菜類
溫室小黃瓜產銷履歷,食/蔬菜類
蒜片,食/蔬菜類
翠玉娃娃菜,食/蔬菜類
綠色櫛瓜,食/蔬菜類
精選青椒,食/蔬菜類
豬肚菇,食/蔬菜類
履歷空心菜,食/蔬菜類
履歷綠竹筍,食/蔬菜類
燙青菜,食/蔬菜類
鮑魚菇,食/蔬菜類
櫛瓜產銷履歷,食/蔬菜類
鮮採杏鮑菇,食/蔬菜類
鮮採黑木耳,食/蔬菜類
嚴選筊白筍,食/蔬菜類
